node21_img_id,original_image_name,found_path
n0932,274967253510485555606380850632548507044_6rnw5q,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0932.mha
n0092,216840111366964012487858717522009271093118012_00-024-114,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0092.mha
n0745,216840111366964012283393834152009013093402145_00-011-193,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0745.mha
n0020,216840111366964013534861372972012335095921193_01-127-021,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0020.mha
n1053,216840111366964013076187734852011230114200302_00-116-110,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1053.mha
n0326,216840111366964012989926673512011117103617337_00-189-163,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0326.mha
n0782,216840111366964013418328332882012194102336220_01-064-000,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0782.mha
n0513,216840111366964013076187734852011189134325062_00-146-052,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0513.mha
n0280,216840111366964013076187734852011231113712506_00-116-062,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0280.mha
n0599,262617508030928072154563946513112637644_8q82bt,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0599.mha
n0910,43295906453237675460057008280568848607_s80oh9,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0910.mha
n0393,216840111366964012558082906712010124091251331_03-148-032,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0393.mha
n0601,1275224347932024931248_00-022-018,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0601.mha
n0160,216840111366964012558082906712010049125952219_03-168-130,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0160.mha
n0841,216840111366964012373310883942009119140744219_00-068-019,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0841.mha
n0314,216840111366964013307756408102012064113536305_01-088-101,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0314.mha
n0659,240233721742801738471665649450345172417_vhhxgm,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0659.mha
n0592,111222006186303041913291656213134421552_qy6bdd,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0592.mha
n0662,240767218218647493519906564809126997418_i4hxqa,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0662.mha
n0038,216840111366964012558082906712010069105545740_03-162-085,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0038.mha
n0670,216840111366964013575787468332013008135836905_02-006-028,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0670.mha
n0586,216840111366964012959786098432011046114123315_00-162-129,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0586.mha
n0170,285108983949434127143355859651334481656_nc8z8j,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0170.mha
n0732,112069513825680474004312935207774925849_oxpe9a,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0732.mha
n0088,216840111366964013200840352202011304122550976_01-027-173,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0088.mha
n1113,216840111366964013274515230432012037105845215_01-104-032,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1113.mha
n0941,216840111366964012959786098432011048123953433_00-177-102,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0941.mha
n0596,216840111366964012989926673512011133093942140_00-151-018,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0596.mha
n0364,216840111366964012558082906712010018104241381_02-126-191,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0364.mha
n0679,202902237593758487525340762057878708501_q0q6dv,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0679.mha
n0251,216840111366964013829543166512013318175507336_02-115-028,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0251.mha
n0487,12752243479320242391539_02-082-004,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0487.mha
n0569,216840111366964012989926673512011129133533721_00-148-173,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0569.mha
n0469,216840111366964012283393834152009027140628462_00-056-010,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0469.mha
n0127,330538296230770196472652367242834417883_n3gz92,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0127.mha
n0207,216840111366964013686042548532013217130542783_02-000-146,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0207.mha
n0663,216840111366964013515091760022012318154049415_01-152-034,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0663.mha
n0407,216840111366964012373310883942009092100047428_00-067-110,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0407.mha
n0657,216840111366964013643839805242013091203957450_02-070-181,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0657.mha
n0893,308554035901203573441767793719455481344_j7kh49,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0893.mha
n0729,216840111366964012487858717522009258191536006_00-020-058,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0729.mha
n0377,216840111366964012373310883942009117135236260_00-064-083,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0377.mha
n0566,216840111366964012819207061112010266092110629_03-124-188,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0566.mha
n0904,12752243479320241079003_03-172-047,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0904.mha
n0416,216840111366964013663026955732013133131150451_02-045-040,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0416.mha
n0846,216840111366964012373310883942009147130310878_00-034-094,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0846.mha
n1127,216840111366964013375835044302012152120247917_01-079-025,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1127.mha
n0401,216840111366964012558082906712009343143848237_00-090-094,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0401.mha
n0298,216840111366964012558082906712009321125044009_00-109-070,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0298.mha
n0703,216840111366964013962490064942014140175844099_01-173-083,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0703.mha
n0966,216840111366964013829543166512013332185600096_02-113-194,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0966.mha
n1063,216840111366964013590140476722013029162007069_02-010-144,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1063.mha
n0575,216840111366964013534861372972012332150153059_01-150-091,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0575.mha
n0948,216840111366964013686042548532013290110338659_02-089-077,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0948.mha
n0095,216840111366964013962490064942014093084552091_01-186-040,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0095.mha
n0167,216840111366964012558082906712010117083159692_03-174-157,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0167.mha
n0089,216840111366964012904401302362010340164152586_04-002-083,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0089.mha
n0532,216840111366964013076187734852011293141810289_00-194-138,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0532.mha
n0625,216840111366964013686042548532013150082505042_02-037-178,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0625.mha
n0478,216840111366964012558082906712010116153533503_03-177-122,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0478.mha
n0331,216840111366964012819207061112010228115156871_02-121-161,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0331.mha
n0925,217446807031407136835793110709863339311_8oqe8u,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0925.mha
n0883,216840111366964014008416513202014191142955486_01-168-123,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0883.mha
n0591,144355515793773475225713375664228831575_lbrq94,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0591.mha
n0868,266402162254066427386638302774785980980_931zhp,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0868.mha
n0848,28052280539654589131881596812513064696_svvaaa,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0848.mha
n0400,216840111366964012558082906712009300125537904_02-127-185,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0400.mha
n1042,216840111366964012558082906712009309085309501_00-102-197,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1042.mha
n0639,216840111366964012487858717522009281125616217_00-082-017,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0639.mha
n0598,216840111366964013200840352202011312104525230_01-023-146,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0598.mha
n0015,216840111366964012558082906712010130105642111_03-151-109,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0015.mha
n0615,216840111366964013829543166512013304100906967_02-107-103,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0615.mha
n0183,216840111366964013451228379692012298124504499_01-125-045,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0183.mha
n0574,216840111366964012989926673512011124141210901_00-153-173,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0574.mha
n0970,216840111366964013590140476722013070115105529_02-055-109,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0970.mha
n0507,216840111366964013962490064942014101130939361_01-186-068,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0507.mha
n0365,216840111366964013534861372972012332131813018_01-147-061,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0365.mha
n0510,216840111366964012989926673512011060153945610_00-164-174,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0510.mha
n1037,329248855130119963099454913451203367292_2_vxlfgh,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1037.mha
n0795,127522431331980991506_00-111-092,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0795.mha
n0692,216840111366964013340662495472012130132548857_01-079-094,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0692.mha
n0178,216840111366964012558082906712010119140606829_03-151-003,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0178.mha
n0763,216840111366964012959786098432011038102552188_00-173-169,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0763.mha
n0594,216840111366964012373310883942009202102910772_00-110-038,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0594.mha
n0635,102094432164422357540593447983140263604_43rus9,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0635.mha
n0338,209894236588688383137548372930820708582_lgg5y3,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0338.mha
n0397,216840111366964012373310883942009205083510779_00-026-096,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0397.mha
n0557,216840111366964013829543166512013329121905173_02-111-093,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0557.mha
n0534,216840111366964012904401302362010341093623552_03-196-032,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0534.mha
n0053,196857176875115331084561487778903490093_1kgyut,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0053.mha
n0440,216840111366964012373310883942009120103942811_00-066-122,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0440.mha
n0537,336070038832452564052186180446343241888_kouucb,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0537.mha
n0218,132661606173554939928397844684590726191_vcy3wg,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0218.mha
n0354,216840111366964013274515230432012039115819489_01-094-117,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0354.mha
n0567,216840111366964013340662495472012112234620223_01-113-005,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0567.mha
n0738,266978073566246817744992196213689068086_2_bd1oed,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0738.mha
n1100,216840111366964012989926673512011103094027306_00-191-196,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1100.mha
n1066,216840111366964012989926673512011102120930530_00-185-060,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1066.mha
n0455,216840111366964012487858717522009279100239144_00-081-137,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0455.mha
n0121,216840111366964012339356563862009062092815974_00-050-062,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0121.mha
n0593,308945054823978938447250962134271570306_xq9psg,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0593.mha
n0823,129773871379887763211392366326758399383_eeb7ep,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0823.mha
n0041,114636069223262386528050682594062105224_60jmng,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0041.mha
n0137,314038492226161325294923017241847045969_wt3yb8,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0137.mha
n0185,158253679772993415279760848215511845033_j7swbd,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0185.mha
n0318,216840111366964013076187734852011262101527889_00-134-054,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0318.mha
n0981,216840111366964013890096849122014009134022257_01-178-088,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0981.mha
n0812,216840111366964013274515230432012038125958153_01-106-150,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0812.mha
n0212,129276844207601532410240550897751907741_5vj21e,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0212.mha
n0622,216840111366964012558082906712010011162735619_03-122-128,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0622.mha
n0484,216840111366964012283393834152009009144036090_00-011-129,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0484.mha
n1097,JPCLN055,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1097.mha
n0756,JPCLN065,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0756.mha
n0134,JPCLN148,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0134.mha
n0425,JPCLN087,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0425.mha
n0649,JPCLN109,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0649.mha
n1075,JPCLN077,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1075.mha
n0296,JPCLN088,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0296.mha
n0063,JPCLN121,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0063.mha
n0278,JPCLN068,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0278.mha
n0125,JPCLN075,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0125.mha
n0084,JPCLN035,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0084.mha
n0325,JPCLN043,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0325.mha
n0965,JPCLN063,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0965.mha
n0829,JPCLN092,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0829.mha
n1016,JPCLN128,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1016.mha
n0162,JPCLN033,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0162.mha
n0774,JPCLN090,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0774.mha
n0717,JPCLN049,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0717.mha
n0019,JPCLN097,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0019.mha
n0269,JPCLN069,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0269.mha
n0552,JPCLN057,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0552.mha
n0561,JPCLN138,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0561.mha
n1047,JPCLN072,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1047.mha
n1051,JPCLN082,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1051.mha
n0408,JPCLN026,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0408.mha
n0168,JPCLN091,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0168.mha
n0049,JPCLN112,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0049.mha
n0136,JPCLN061,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0136.mha
n0307,JPCLN117,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0307.mha
n0071,JPCLN108,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0071.mha
n0245,JPCLN127,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0245.mha
n1131,JPCLN089,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1131.mha
n0068,JPCLN146,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0068.mha
n0929,JPCLN105,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0929.mha
n0489,JPCLN007,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0489.mha
n0701,JPCLN114,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0701.mha
n0778,JPCLN093,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0778.mha
n0792,JPCLN003,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0792.mha
n0094,JPCLN071,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0094.mha
n0785,JPCLN153,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0785.mha
n0719,JPCLN133,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0719.mha
n0920,JPCLN143,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0920.mha
n0646,JPCLN085,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0646.mha
n0672,JPCLN125,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0672.mha
n0070,JPCLN016,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0070.mha
n0524,JPCLN100,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0524.mha
n1102,JPCLN062,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1102.mha
n0029,JPCLN154,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0029.mha
n1092,JPCLN142,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1092.mha
n0826,JPCLN019,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0826.mha
n0885,JPCLN025,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0885.mha
n1022,JPCLN106,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1022.mha
n0630,JPCLN147,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0630.mha
n0847,JPCLN044,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0847.mha
n0470,JPCLN054,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0470.mha
n0554,JPCLN074,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0554.mha
n0189,JPCLN006,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0189.mha
n0751,JPCLN028,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0751.mha
n0878,JPCLN050,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0878.mha
n0603,JPCLN032,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0603.mha
n0773,JPCLN038,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0773.mha
n0449,JPCLN132,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0449.mha
n0291,JPCLN010,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0291.mha
n0938,JPCLN078,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0938.mha
n0411,JPCLN004,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0411.mha
n0758,JPCLN122,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0758.mha
n0822,JPCLN123,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0822.mha
n0463,JPCLN060,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0463.mha
n0543,JPCLN056,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0543.mha
n0768,JPCLN015,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0768.mha
n0551,JPCLN013,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0551.mha
n0723,JPCLN119,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0723.mha
n0236,JPCLN101,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0236.mha
n1065,JPCLN086,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1065.mha
n1129,JPCLN094,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1129.mha
n0227,JPCLN104,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0227.mha
n0502,JPCLN139,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0502.mha
n0244,JPCLN151,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0244.mha
n0614,JPCLN130,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0614.mha
n1068,JPCLN001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1068.mha
n0311,JPCLN002,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0311.mha
n0709,JPCLN031,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0709.mha
n1005,JPCLN076,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1005.mha
n0869,JPCLN096,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0869.mha
n0780,JPCLN051,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0780.mha
n0805,JPCLN046,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0805.mha
n0985,JPCLN034,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0985.mha
n0177,JPCLN009,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0177.mha
n0947,JPCLN099,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0947.mha
n0730,JPCLN008,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0730.mha
n0588,JPCLN118,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0588.mha
n0677,JPCLN135,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0677.mha
n0508,JPCLN064,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0508.mha
n1033,JPCLN037,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1033.mha
n0187,JPCLN022,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0187.mha
n0163,JPCLN014,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0163.mha
n0101,JPCLN058,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0101.mha
n0368,JPCLN039,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0368.mha
n0091,JPCLN027,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0091.mha
n1115,JPCLN030,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1115.mha
n0021,JPCLN098,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0021.mha
n0619,JPCLN124,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0619.mha
n0024,JPCLN048,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0024.mha
n0308,JPCLN116,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0308.mha
n0179,JPCLN036,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0179.mha
n1103,JPCLN150,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1103.mha
n0737,JPCLN040,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0737.mha
n0942,JPCLN134,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0942.mha
n1109,JPCLN021,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1109.mha
n0184,JPCLN059,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0184.mha
n1091,JPCLN053,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1091.mha
n0945,JPCLN136,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0945.mha
n0079,JPCLN131,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0079.mha
n0934,JPCLN045,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0934.mha
n0882,JPCLN152,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0882.mha
n0741,JPCLN018,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0741.mha
n0359,JPCLN126,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0359.mha
n0590,JPCLN120,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0590.mha
n0203,JPCLN024,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0203.mha
n0800,JPCLN070,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0800.mha
n0293,JPCLN020,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0293.mha
n0182,JPCLN113,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0182.mha
n0638,JPCLN041,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0638.mha
n1104,JPCLN023,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1104.mha
n0148,JPCLN047,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0148.mha
n0621,JPCLN011,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0621.mha
n0085,JPCLN083,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0085.mha
n0444,JPCLN080,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0444.mha
n1070,JPCLN111,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1070.mha
n0349,JPCLN052,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0349.mha
n0678,JPCLN145,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0678.mha
n0371,JPCLN110,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0371.mha
n0612,JPCLN095,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0612.mha
n0258,JPCLN107,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0258.mha
n0145,JPCLN149,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0145.mha
n1034,JPCLN017,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1034.mha
n0453,JPCLN067,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0453.mha
n0633,JPCLN140,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0633.mha
n0628,JPCLN073,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0628.mha
n0452,JPCLN079,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0452.mha
n0519,JPCLN115,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0519.mha
n0313,JPCLN066,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0313.mha
n0582,JPCLN029,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0582.mha
n0479,JPCLN141,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0479.mha
n0558,JPCLN081,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0558.mha
n0321,JPCLN103,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0321.mha
n0931,JPCLN129,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0931.mha
n0867,JPCLN144,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0867.mha
n0693,JPCLN137,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0693.mha
n0002,1880_IM-0569-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0002.mha
n0642,206_IM-0697-6001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0642.mha
n1128,2119_IM-0746-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n1128.mha
n0235,849_IM-2371-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0235.mha
n0366,2642_IM-1128-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0366.mha
n0301,689_IM-2257-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0301.mha
n0422,184_IM-0544-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0422.mha
n0252,2275_IM-0862-1001,/scratch/pchalla7/node21/data/cxr_images/original_data/images/n0252.mha
